Customer ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,True_Outlier
97214,Male,Loyal Customer,39,Business travel,Eco Plus,1390,1,1,1,1,1,1,1,1,1,1,4,1,4,1,0,0.0,0,False
76365,Female,Loyal Customer,54,Business travel,Business,1744,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,1,False
13340,Male,Loyal Customer,27,Business travel,Business,2902,5,5,5,5,4,4,4,4,3,5,4,5,4,4,11,27.0,1,False
46312,Female,disloyal Customer,38,Business travel,Eco Plus,1069,2,2,2,3,1,2,1,1,1,3,1,5,1,1,0,0.0,0,False
76352,Male,Loyal Customer,64,Business travel,Business,1851,4,4,4,4,3,5,5,4,4,4,4,3,4,3,9,0.0,1,False
7323,Male,Loyal Customer,32,Personal Travel,Eco Plus,116,1,3,1,4,3,1,4,3,4,2,1,3,1,3,0,0.0,0,False
93117,Male,Loyal Customer,50,Business travel,Business,3681,5,3,2,2,3,3,3,5,5,4,5,4,5,3,8,0.0,0,False
61317,Male,Loyal Customer,42,Business travel,Business,862,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0,0.0,1,False
16909,Male,disloyal Customer,20,Personal Travel,Eco,746,4,4,4,4,1,4,1,1,4,3,4,2,3,1,0,0.0,1,False
43627,Male,Loyal Customer,9,Personal Travel,Eco,190,2,4,2,1,3,2,4,3,3,2,4,5,5,3,0,0.0,0,False
5689,Male,Loyal Customer,36,Business travel,Business,3700,3,4,4,4,3,3,3,4,3,4,3,3,3,3,108,140.0,0,False
19094,Male,Loyal Customer,43,Business travel,Business,265,2,3,3,5,4,5,4,5,5,3,3,4,5,3,11,0.0,1,False
32906,Male,Loyal Customer,52,Personal Travel,Eco,102,4,4,4,4,4,4,4,4,3,2,4,3,4,4,0,2.0,0,False
106269,Female,Loyal Customer,56,Business travel,Business,689,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0.0,1,False
44787,Male,Loyal Customer,35,Business travel,Business,3237,3,3,3,3,1,1,5,5,5,5,5,3,5,1,0,0.0,1,False
8220,Female,Loyal Customer,63,Personal Travel,Eco,335,3,4,3,2,4,2,5,4,4,3,4,3,4,3,21,20.0,0,False
41251,Male,Loyal Customer,31,Business travel,Business,2691,2,2,2,2,4,4,4,4,5,3,5,5,5,4,0,0.0,1,False
45377,Female,Loyal Customer,39,Business travel,Eco Plus,461,4,1,2,1,4,4,4,4,5,4,5,1,4,4,0,0.0,1,False
33919,Male,Loyal Customer,67,Personal Travel,Eco,636,3,5,3,4,3,3,1,3,3,4,5,3,4,3,0,0.0,0,False
117477,Female,Loyal Customer,29,Business travel,Business,2968,2,2,2,2,5,5,5,5,5,2,5,3,4,5,72,77.0,1,False
47130,Female,disloyal Customer,27,Business travel,Business,954,4,4,4,3,3,4,3,3,2,4,3,2,4,3,0,0.0,0,False
13286,Male,Loyal Customer,19,Personal Travel,Eco,771,4,3,4,2,3,4,3,3,1,4,2,4,3,3,0,0.0,0,False
111154,Female,Loyal Customer,14,Personal Travel,Eco,1173,2,5,2,3,3,2,3,3,5,2,4,4,4,3,88,106.0,0,False
120045,Male,Loyal Customer,65,Personal Travel,Eco,168,2,5,3,4,5,3,5,5,1,3,5,1,5,5,0,0.0,0,False
83184,Female,Loyal Customer,41,Business travel,Business,3967,3,3,5,3,5,4,5,4,4,4,4,4,4,3,0,0.0,1,False
35555,Female,Loyal Customer,14,Personal Travel,Eco,944,2,3,3,5,1,3,1,1,5,2,1,5,5,1,0,0.0,0,False
7948,Male,Loyal Customer,58,Business travel,Business,2279,2,2,2,2,2,5,4,4,4,4,4,4,4,4,0,0.0,1,False
21458,Female,disloyal Customer,32,Business travel,Eco,377,3,3,3,3,3,3,3,3,1,4,4,3,3,3,26,21.0,0,False
119220,Female,Loyal Customer,43,Personal Travel,Eco,331,2,3,2,2,1,2,2,3,3,2,3,1,3,3,5,60.0,0,False
64363,Female,Loyal Customer,43,Business travel,Business,2278,3,4,4,4,1,2,1,3,3,3,3,3,3,2,13,8.0,0,False
41343,Female,Loyal Customer,38,Business travel,Eco Plus,289,4,1,4,4,4,4,4,4,4,5,2,1,4,4,15,0.0,1,False
115428,Male,disloyal Customer,64,Business travel,Business,404,4,4,4,2,1,4,1,1,5,3,5,4,4,1,20,9.0,0,False
115050,Female,Loyal Customer,57,Business travel,Business,1604,2,3,3,5,4,5,5,5,5,5,5,5,5,3,12,10.0,1,False
62857,Male,Loyal Customer,42,Business travel,Business,2446,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,0.0,1,False
56705,Female,Loyal Customer,63,Personal Travel,Eco,1065,2,5,2,3,4,4,4,1,1,2,1,4,1,5,5,30.0,0,False
104624,Female,disloyal Customer,18,Business travel,Eco,861,4,4,4,3,5,4,5,5,3,2,4,2,3,5,0,0.0,0,False
124651,Male,Loyal Customer,13,Personal Travel,Business,399,2,5,2,4,5,2,5,5,1,5,4,2,2,5,0,2.0,0,False
17293,Female,Loyal Customer,25,Business travel,Eco,403,2,3,3,4,3,4,3,3,2,5,5,3,2,3,0,0.0,1,False
8923,Female,Loyal Customer,22,Personal Travel,Eco,661,1,5,1,2,3,1,2,3,4,2,5,5,4,3,0,0.0,0,False
118518,Male,Loyal Customer,57,Business travel,Business,3218,1,2,1,1,3,4,4,4,4,4,4,4,4,4,37,44.0,1,False
129311,Female,disloyal Customer,27,Business travel,Business,2475,3,3,3,1,1,3,1,1,4,5,5,4,4,1,0,0.0,0,False
6166,Male,Loyal Customer,30,Business travel,Business,501,1,3,3,1,2,4,2,2,1,3,1,2,2,2,0,0.0,0,False
21151,Female,Loyal Customer,32,Business travel,Eco Plus,227,4,4,4,4,4,4,4,4,1,3,4,5,3,4,0,0.0,1,False
61968,Male,disloyal Customer,22,Business travel,Business,2400,5,3,5,1,2,5,2,2,3,2,4,4,4,2,23,11.0,1,False
48268,Female,disloyal Customer,45,Business travel,Eco Plus,414,3,3,3,2,1,3,1,1,4,5,5,4,5,1,0,0.0,1,False
92115,Female,Loyal Customer,61,Personal Travel,Eco,1532,1,5,2,5,3,3,4,5,5,2,5,5,5,3,0,3.0,0,False
35043,Female,Loyal Customer,26,Business travel,Business,1056,3,3,2,3,4,4,4,4,3,3,5,4,5,4,8,12.0,1,False
15886,Male,Loyal Customer,70,Personal Travel,Eco,332,4,4,4,3,1,4,1,1,4,5,4,5,5,1,0,0.0,0,False
43623,Male,Loyal Customer,31,Personal Travel,Eco,252,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0.0,0,False
84569,Male,Loyal Customer,69,Personal Travel,Eco,2556,1,1,3,1,4,3,4,4,2,3,1,1,2,4,1,0.0,0,False
83263,Female,Loyal Customer,25,Business travel,Business,1979,2,4,2,4,2,2,2,2,4,4,1,4,3,2,86,63.0,0,False
81510,Female,Loyal Customer,53,Personal Travel,Eco Plus,528,3,3,3,3,1,4,3,1,1,3,1,3,1,3,0,0.0,0,False
60186,Female,Loyal Customer,41,Business travel,Business,1515,3,3,3,3,5,4,4,5,5,5,5,5,5,4,14,16.0,1,False
84402,Male,Loyal Customer,56,Business travel,Eco,206,2,4,4,4,2,2,2,2,2,4,3,2,1,2,4,0.0,1,False
31372,Male,disloyal Customer,41,Business travel,Eco,577,5,3,5,3,3,5,5,3,2,5,4,3,5,3,9,21.0,1,False
96701,Male,disloyal Customer,30,Business travel,Business,696,1,1,1,2,4,1,4,4,3,2,5,3,4,4,0,0.0,0,False
45652,Female,Loyal Customer,58,Personal Travel,Eco,113,3,1,3,3,2,3,3,5,5,3,5,4,5,3,0,0.0,0,False
74678,Female,Loyal Customer,34,Personal Travel,Eco,1205,2,3,2,3,3,2,3,3,3,5,4,1,3,3,0,0.0,0,False
26157,Female,disloyal Customer,61,Business travel,Eco,270,5,3,5,4,3,5,3,3,2,4,3,5,1,3,43,74.0,1,False
51999,Male,Loyal Customer,26,Business travel,Eco,1119,5,4,4,4,5,5,3,5,2,2,2,5,4,5,0,0.0,1,False
1410,Female,Loyal Customer,38,Personal Travel,Eco Plus,482,3,4,3,3,1,3,1,1,1,5,2,4,1,1,33,27.0,0,False
40577,Male,Loyal Customer,49,Business travel,Eco,411,1,4,4,4,1,1,1,1,4,1,3,1,2,1,5,0.0,0,False
28486,Female,disloyal Customer,19,Business travel,Eco,1422,5,5,5,1,5,5,5,5,3,1,5,4,2,5,0,0.0,1,False
14067,Female,Loyal Customer,30,Business travel,Business,3022,1,4,4,4,1,1,1,1,4,5,4,3,3,1,0,0.0,0,False
126340,Female,Loyal Customer,40,Personal Travel,Eco,507,2,5,2,5,2,2,2,2,4,3,4,5,5,2,0,0.0,0,False
91931,Male,Loyal Customer,50,Business travel,Business,2586,4,5,4,4,1,4,3,4,4,3,4,4,4,4,0,0.0,0,False
2213,Female,Loyal Customer,35,Personal Travel,Business,859,1,5,1,4,2,4,5,4,4,1,4,5,4,5,0,11.0,0,False
25084,Male,disloyal Customer,30,Business travel,Eco,549,2,5,2,2,5,2,5,5,1,2,1,3,1,5,0,0.0,0,False
40706,Female,Loyal Customer,55,Business travel,Eco,558,5,1,2,2,3,1,2,5,5,5,5,3,5,3,28,21.0,1,False
59363,Male,Loyal Customer,49,Business travel,Business,2338,3,3,3,3,5,4,4,3,3,3,3,4,3,2,0,0.0,0,False
25704,Male,Loyal Customer,27,Business travel,Business,528,2,2,2,2,5,5,5,5,3,4,1,1,5,5,0,0.0,1,False
8860,Female,Loyal Customer,44,Business travel,Business,1690,5,5,5,5,4,4,5,5,5,4,5,4,5,3,28,28.0,1,False
56263,Female,disloyal Customer,33,Business travel,Eco,404,4,1,4,3,3,4,3,3,4,5,4,3,3,3,0,0.0,0,False
63039,Male,Loyal Customer,59,Personal Travel,Eco,862,3,4,3,3,5,3,5,5,5,3,5,5,4,5,13,0.0,0,False
121618,Female,Loyal Customer,65,Personal Travel,Eco,936,2,4,2,2,3,4,5,5,5,2,5,5,5,4,0,0.0,0,False
83969,Male,Loyal Customer,54,Business travel,Business,321,3,4,4,4,2,2,2,3,3,3,3,2,3,4,2,0.0,0,False
109316,Male,Loyal Customer,51,Business travel,Business,1200,4,4,4,4,4,4,5,3,3,3,3,4,3,4,0,0.0,1,False
78878,Female,Loyal Customer,30,Business travel,Eco,223,4,1,1,1,4,3,4,4,1,3,4,1,4,4,8,7.0,0,False
95259,Male,Loyal Customer,20,Personal Travel,Eco,319,1,3,1,3,3,1,3,3,2,3,3,3,3,3,5,0.0,0,False
67381,Male,Loyal Customer,60,Business travel,Business,1902,2,2,2,2,2,5,5,4,4,4,4,5,4,5,52,49.0,1,False
24731,Male,Loyal Customer,7,Personal Travel,Eco Plus,406,1,5,1,2,3,1,3,3,5,4,5,5,5,3,0,0.0,0,False
8478,Female,Loyal Customer,45,Business travel,Business,2084,5,5,5,5,4,4,5,4,4,4,4,5,4,2,19,22.0,1,False
23973,Male,Loyal Customer,46,Business travel,Eco,596,2,3,3,3,2,2,2,2,1,2,3,2,3,2,138,115.0,0,False
16761,Male,Loyal Customer,67,Business travel,Business,642,3,5,4,5,3,3,3,2,3,2,2,3,3,3,146,154.0,0,False
8968,Female,Loyal Customer,58,Business travel,Business,3274,5,5,5,5,5,4,5,4,4,4,4,4,4,5,37,44.0,1,False
69248,Male,Loyal Customer,51,Business travel,Business,2573,5,5,5,5,2,5,5,4,4,4,4,3,4,4,24,3.0,1,False
90401,Male,Loyal Customer,59,Personal Travel,Business,271,1,4,1,3,5,4,4,5,5,1,5,4,5,3,0,0.0,0,False
12966,Male,Loyal Customer,53,Personal Travel,Eco Plus,359,2,3,2,4,5,2,2,5,3,2,3,4,4,5,23,27.0,0,False
80570,Male,Loyal Customer,29,Business travel,Business,1747,3,5,5,5,3,3,3,3,1,2,3,3,4,3,0,0.0,0,False
126236,Male,Loyal Customer,58,Business travel,Eco,231,4,5,5,5,4,4,4,4,1,1,3,5,4,4,0,0.0,1,False
38245,Male,Loyal Customer,29,Business travel,Eco,1180,5,1,1,1,5,5,5,5,3,3,3,2,2,5,40,15.0,1,False
117372,Female,disloyal Customer,72,Business travel,Business,393,3,3,3,4,4,3,4,4,3,3,5,4,4,4,0,0.0,0,False
29942,Male,disloyal Customer,25,Business travel,Eco,261,3,3,3,1,2,3,5,2,3,4,1,2,2,2,0,0.0,0,False
26513,Male,Loyal Customer,64,Business travel,Business,3308,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0.0,1,False
103697,Male,Loyal Customer,52,Business travel,Business,3644,2,1,1,4,3,4,1,3,3,3,3,2,3,2,0,0.0,1,False
73528,Male,Loyal Customer,42,Business travel,Business,1887,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0.0,1,False
106246,Male,Loyal Customer,47,Business travel,Business,3003,4,4,4,4,5,4,4,4,4,4,4,5,4,3,3,0.0,1,False
75996,Female,disloyal Customer,34,Business travel,Business,297,1,1,1,1,2,1,2,2,3,2,5,4,4,2,13,3.0,0,False
87889,Female,Loyal Customer,53,Business travel,Business,3105,2,2,2,2,2,4,4,3,3,3,3,5,3,5,8,15.0,1,False
10722,Male,Loyal Customer,33,Business travel,Business,312,1,2,2,2,1,1,1,1,2,4,3,2,3,1,11,52.0,0,False
21884,Male,Loyal Customer,41,Business travel,Business,3340,1,1,1,1,5,3,5,4,4,4,4,2,4,5,0,0.0,1,False
8146,Male,Loyal Customer,58,Business travel,Eco,530,1,2,2,2,1,1,1,1,2,3,4,3,4,1,84,78.0,0,False
40911,Female,Loyal Customer,35,Personal Travel,Eco,584,2,5,2,3,3,2,3,3,3,4,5,4,5,3,0,0.0,0,False
12285,Male,Loyal Customer,36,Business travel,Business,127,2,5,3,4,3,1,3,1,1,1,1,1,1,1,0,0.0,1,False
53851,Female,Loyal Customer,51,Business travel,Business,140,4,1,1,1,4,4,3,1,1,1,4,4,1,1,46,40.0,0,False
106442,Male,Loyal Customer,12,Business travel,Business,2012,1,1,1,1,1,2,1,1,2,5,4,3,4,1,0,0.0,0,False
72008,Male,Loyal Customer,16,Business travel,Eco Plus,1437,5,5,5,5,5,5,3,5,5,2,1,5,4,5,7,0.0,1,False
77970,Female,Loyal Customer,31,Business travel,Eco,214,3,4,5,4,3,3,3,3,1,3,2,1,3,3,8,13.0,0,False
68074,Female,Loyal Customer,39,Business travel,Business,2251,3,1,1,1,4,3,3,3,3,3,3,4,3,2,0,0.0,0,False
47097,Female,Loyal Customer,33,Personal Travel,Eco,602,2,3,2,3,4,2,4,4,4,4,4,4,4,4,1,0.0,0,False
53040,Female,Loyal Customer,42,Business travel,Eco,790,5,2,2,2,5,2,3,5,5,5,5,3,5,1,37,73.0,1,False
41634,Male,Loyal Customer,31,Business travel,Eco Plus,374,1,5,2,2,1,1,1,1,4,3,4,1,4,1,109,109.0,0,False
116820,Male,Loyal Customer,63,Business travel,Business,338,4,4,2,4,5,4,4,5,5,5,5,5,5,3,0,20.0,1,False
89532,Male,Loyal Customer,28,Business travel,Business,3413,3,3,3,3,5,5,5,5,3,2,5,5,4,5,0,0.0,1,False
96109,Male,Loyal Customer,65,Personal Travel,Eco,795,3,4,3,3,3,3,3,3,3,3,4,5,4,3,0,13.0,0,False
49632,Male,Loyal Customer,54,Business travel,Business,3764,5,5,5,5,1,5,4,4,4,4,5,4,4,1,0,0.0,1,False
55142,Male,Loyal Customer,10,Personal Travel,Eco,1346,2,5,2,1,5,2,5,5,3,4,5,3,4,5,4,0.0,0,False
109648,Male,Loyal Customer,56,Business travel,Business,1738,5,5,5,5,2,4,4,4,4,4,4,3,4,5,23,10.0,1,False
44716,Female,Loyal Customer,22,Personal Travel,Eco,108,4,3,4,3,5,4,5,5,1,2,2,3,2,5,0,0.0,0,False
110742,Female,disloyal Customer,47,Business travel,Business,990,5,4,4,4,3,5,3,3,4,5,4,4,5,3,13,10.0,1,False
38170,Male,Loyal Customer,20,Personal Travel,Eco,1121,3,4,3,4,1,3,5,1,2,2,2,3,4,1,68,53.0,0,False
44204,Male,Loyal Customer,15,Personal Travel,Eco,157,3,4,3,1,4,3,4,4,5,5,5,4,4,4,55,71.0,0,False
45218,Female,disloyal Customer,21,Business travel,Eco,1013,4,4,4,4,1,4,1,1,1,4,5,2,4,1,12,64.0,1,False
55601,Female,disloyal Customer,20,Business travel,Business,404,4,3,4,5,5,4,5,5,3,2,5,5,4,5,0,0.0,1,False
123630,Female,Loyal Customer,49,Business travel,Business,2265,2,4,3,5,5,4,4,3,3,3,3,3,3,4,0,0.0,1,False
64756,Female,Loyal Customer,50,Business travel,Eco,469,2,4,4,4,5,4,4,2,2,2,2,2,2,3,0,0.0,0,False
91843,Female,disloyal Customer,25,Business travel,Business,1299,5,3,5,1,2,5,2,2,3,2,4,3,5,2,0,0.0,1,False
2038,Female,Loyal Customer,56,Business travel,Business,1936,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0.0,1,False
31240,Female,Loyal Customer,36,Business travel,Eco,472,3,2,2,2,3,4,3,3,1,3,2,2,2,3,2,4.0,1,False
26309,Female,Loyal Customer,50,Business travel,Business,2139,1,4,4,4,1,3,4,1,1,2,1,1,1,2,2,18.0,0,False
126348,Female,Loyal Customer,23,Personal Travel,Eco,468,3,2,3,2,5,3,5,5,1,4,2,1,3,5,4,0.0,0,False
12035,Female,Loyal Customer,36,Business travel,Business,3199,2,2,2,2,2,3,1,5,5,5,5,3,5,4,0,0.0,1,False
13381,Male,Loyal Customer,32,Personal Travel,Eco Plus,748,1,4,1,1,3,1,3,3,1,5,1,3,4,3,0,0.0,0,False
45983,Female,Loyal Customer,32,Business travel,Business,1502,2,2,2,2,4,4,4,4,4,1,5,1,5,4,1,0.0,1,False
15445,Female,Loyal Customer,53,Business travel,Business,2953,2,4,4,4,1,3,3,2,2,2,2,2,2,4,2,2.0,0,False
118944,Male,Loyal Customer,54,Business travel,Business,3569,1,1,1,1,4,4,4,4,4,5,4,3,4,3,9,0.0,1,False
97428,Male,Loyal Customer,43,Personal Travel,Eco,587,3,5,3,4,4,3,4,4,3,3,5,3,5,4,25,7.0,0,False
118987,Female,disloyal Customer,23,Business travel,Eco,479,3,3,3,2,1,3,1,1,4,4,5,3,5,1,0,1.0,0,False
11365,Female,Loyal Customer,22,Personal Travel,Eco,224,3,3,3,3,5,3,5,5,1,5,4,1,4,5,79,67.0,0,False
114620,Male,Loyal Customer,57,Business travel,Business,3121,2,2,2,2,4,5,5,2,2,2,2,3,2,4,0,0.0,1,False
87699,Male,Loyal Customer,21,Personal Travel,Eco,606,1,5,1,2,4,1,4,4,4,2,4,5,5,4,9,5.0,0,False
48429,Male,Loyal Customer,39,Business travel,Eco,845,5,4,1,4,5,5,5,5,1,5,5,5,4,5,0,0.0,1,False
4475,Female,Loyal Customer,28,Personal Travel,Eco,1005,2,5,1,2,1,1,1,1,3,2,4,5,4,1,53,46.0,0,False
72186,Male,Loyal Customer,35,Business travel,Business,594,4,5,5,5,3,3,2,4,4,4,4,1,4,2,0,0.0,0,False
76828,Male,Loyal Customer,32,Business travel,Eco,1851,1,5,5,5,1,1,1,1,4,5,3,2,3,1,0,0.0,0,False
124772,Male,Loyal Customer,44,Business travel,Business,3557,3,3,3,3,2,4,5,4,4,4,4,3,4,3,0,21.0,1,False
78816,Male,Loyal Customer,17,Personal Travel,Eco,528,1,5,1,3,3,1,3,3,3,4,5,3,4,3,0,3.0,0,False
119921,Male,Loyal Customer,29,Business travel,Business,2798,5,5,5,5,4,5,4,4,3,3,4,3,4,4,0,3.0,1,False
104331,Female,Loyal Customer,42,Business travel,Eco,452,3,1,1,1,3,3,3,3,3,3,3,2,3,3,0,0.0,0,False
60901,Male,Loyal Customer,68,Personal Travel,Business,589,3,3,3,5,3,1,5,3,3,3,3,1,3,4,37,62.0,0,False
109658,Male,Loyal Customer,41,Business travel,Business,3457,4,5,5,5,2,3,4,4,4,4,4,3,4,3,20,21.0,0,False
112357,Male,Loyal Customer,28,Business travel,Business,862,5,5,5,5,4,4,4,4,4,4,5,3,5,4,7,0.0,1,False
116343,Male,Loyal Customer,41,Personal Travel,Eco,325,2,5,2,1,4,2,4,4,4,4,2,4,3,4,0,0.0,0,False
10117,Female,Loyal Customer,46,Business travel,Eco,984,2,4,4,4,4,3,3,2,2,2,2,3,2,3,58,62.0,0,False
38722,Male,Loyal Customer,43,Business travel,Business,3376,2,2,2,2,2,4,4,4,4,4,4,5,4,4,0,9.0,1,False
64823,Male,Loyal Customer,47,Business travel,Business,190,2,4,3,3,5,5,4,2,2,2,2,4,2,3,0,0.0,1,False
52893,Female,Loyal Customer,44,Personal Travel,Eco,1024,1,4,1,1,5,5,4,4,4,1,4,4,4,5,14,6.0,0,False
23904,Female,Loyal Customer,58,Business travel,Eco,589,3,3,3,3,1,5,1,4,4,3,4,3,4,1,0,4.0,1,False
41517,Male,Loyal Customer,48,Business travel,Eco,1464,2,5,5,5,2,2,2,2,5,4,5,5,2,2,50,66.0,1,False
107926,Female,disloyal Customer,26,Business travel,Business,611,2,5,2,3,1,2,1,1,5,2,4,5,5,1,42,40.0,0,False
22174,Female,Loyal Customer,26,Business travel,Business,533,3,3,4,3,3,2,3,3,1,1,2,1,4,3,42,43.0,1,False
116028,Male,Loyal Customer,52,Personal Travel,Eco,308,2,4,2,3,1,2,1,1,3,2,3,3,4,1,54,40.0,0,False
63251,Female,Loyal Customer,34,Business travel,Business,2208,3,3,3,3,5,4,5,5,5,5,5,3,5,5,5,4.0,1,False
43927,Male,Loyal Customer,34,Personal Travel,Eco,174,1,4,1,3,1,1,1,1,3,3,1,2,4,1,0,0.0,0,False
78133,Male,Loyal Customer,47,Business travel,Business,153,3,2,2,2,4,3,4,2,2,2,3,4,2,4,0,15.0,0,False
3393,Male,disloyal Customer,26,Business travel,Eco,296,2,2,2,3,3,2,3,3,3,1,4,3,3,3,2,0.0,0,False
66248,Female,Loyal Customer,9,Personal Travel,Eco,550,2,1,2,4,5,2,5,5,2,3,2,2,3,5,0,0.0,0,False
79880,Male,Loyal Customer,55,Business travel,Business,1911,2,3,2,2,2,4,4,3,3,3,3,3,3,4,0,4.0,1,False
80382,Male,Loyal Customer,40,Business travel,Eco,368,3,3,3,3,3,3,3,3,3,2,4,4,3,3,22,11.0,0,False
97978,Female,Loyal Customer,59,Personal Travel,Eco,612,2,5,2,3,2,5,2,4,4,2,4,3,4,5,0,0.0,0,False
50484,Female,disloyal Customer,28,Business travel,Eco,156,4,3,4,1,3,4,3,3,4,1,3,2,1,3,0,2.0,1,False
71121,Female,Loyal Customer,31,Business travel,Business,1739,4,5,4,4,3,3,3,3,4,3,3,3,4,3,0,6.0,1,False
100433,Male,Loyal Customer,22,Personal Travel,Eco,1620,2,5,2,4,3,2,3,3,3,2,3,4,5,3,6,41.0,0,False
113555,Female,Loyal Customer,36,Business travel,Business,3832,2,4,3,3,5,4,5,2,2,5,5,5,2,3,0,0.0,1,False
56598,Male,Loyal Customer,34,Business travel,Eco,937,2,4,4,4,2,2,2,2,2,5,3,2,3,2,0,0.0,0,False
25058,Male,Loyal Customer,27,Business travel,Eco,594,3,3,3,3,3,3,3,3,3,2,3,3,4,3,35,36.0,0,False
85719,Male,disloyal Customer,24,Business travel,Business,620,5,4,5,1,4,5,1,4,4,4,5,5,5,4,0,0.0,1,False
57899,Male,Loyal Customer,30,Business travel,Business,305,2,3,3,1,5,5,5,5,3,5,5,5,5,5,17,17.0,1,False
121190,Male,Loyal Customer,35,Personal Travel,Eco,2521,2,1,2,2,2,4,4,3,3,1,3,4,2,4,32,27.0,0,False
70765,Male,Loyal Customer,35,Personal Travel,Business,328,1,1,1,4,5,5,5,3,3,1,3,5,3,4,17,17.0,0,False
67234,Male,Loyal Customer,27,Personal Travel,Eco,985,2,4,2,4,2,4,4,5,3,4,4,4,5,4,135,135.0,0,False
84677,Female,disloyal Customer,25,Business travel,Eco,1432,4,4,4,3,3,4,3,3,3,1,2,4,3,3,19,31.0,0,False
38036,Female,Loyal Customer,36,Business travel,Business,1607,2,2,2,2,3,2,2,5,5,5,5,5,5,5,5,0.0,1,False
21497,Female,Loyal Customer,33,Personal Travel,Eco,331,1,4,1,1,2,1,2,2,3,5,5,2,3,2,21,21.0,0,False
29893,Male,Loyal Customer,46,Business travel,Business,2562,1,1,1,1,2,3,4,4,4,4,4,4,4,4,0,0.0,1,False
111687,Male,Loyal Customer,53,Business travel,Business,541,2,2,2,2,4,5,4,4,4,4,4,5,4,4,24,20.0,1,False
8836,Male,Loyal Customer,45,Business travel,Business,3783,2,2,2,2,4,4,4,2,2,2,2,4,2,5,0,0.0,1,False
90599,Male,Loyal Customer,43,Business travel,Business,404,4,4,4,4,3,4,5,5,5,5,5,5,5,4,3,0.0,1,False
76330,Female,Loyal Customer,68,Personal Travel,Eco,2182,1,4,1,4,5,3,3,4,4,1,4,2,4,2,15,0.0,0,False
17703,Male,Loyal Customer,34,Business travel,Business,3636,3,3,4,3,4,4,5,4,4,4,4,3,4,5,0,0.0,1,False
67225,Male,Loyal Customer,28,Personal Travel,Eco,929,3,4,3,4,3,3,3,3,2,5,4,1,4,3,0,0.0,0,False
55794,Female,Loyal Customer,53,Business travel,Eco,900,1,2,2,2,1,1,1,1,1,4,3,1,3,1,1,7.0,0,False
12623,Male,Loyal Customer,29,Personal Travel,Eco Plus,802,1,5,1,2,4,1,4,4,5,2,4,3,5,4,0,0.0,0,False
108774,Female,Loyal Customer,48,Business travel,Business,1790,2,2,2,2,2,4,4,4,4,5,4,5,4,5,11,4.0,1,False
91673,Female,Loyal Customer,55,Business travel,Business,954,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,2.0,1,False
90594,Male,disloyal Customer,25,Business travel,Business,404,2,4,2,2,1,2,1,1,4,2,5,5,4,1,0,0.0,0,False
19373,Female,Loyal Customer,33,Personal Travel,Eco,476,1,3,1,5,4,1,4,4,2,2,4,3,4,4,91,82.0,0,False
68449,Female,Loyal Customer,44,Business travel,Business,2241,2,2,2,2,2,4,5,5,5,5,5,5,5,5,2,0.0,1,False
125431,Male,Loyal Customer,15,Personal Travel,Eco,735,2,5,2,2,2,2,2,2,5,3,1,4,3,2,0,8.0,0,False
117199,Male,Loyal Customer,16,Personal Travel,Eco,370,1,5,1,4,5,1,5,5,4,3,4,5,4,5,10,0.0,0,False
74981,Female,Loyal Customer,45,Personal Travel,Eco,2475,2,5,2,3,1,4,2,5,5,2,5,5,5,5,0,0.0,0,False
36232,Female,Loyal Customer,48,Personal Travel,Eco,280,2,3,2,1,4,2,4,3,3,2,3,4,3,3,0,5.0,0,False
67213,Male,Loyal Customer,8,Personal Travel,Eco,985,3,5,3,5,5,3,1,5,3,4,4,4,5,5,0,0.0,0,False
78618,Male,Loyal Customer,43,Business travel,Business,1426,1,1,2,1,4,4,5,4,4,4,4,3,4,5,0,0.0,1,False
60337,Male,Loyal Customer,29,Business travel,Business,3391,1,4,1,1,3,2,3,3,4,5,4,3,5,3,0,0.0,1,False
109961,Female,Loyal Customer,45,Personal Travel,Eco,1073,5,5,5,4,3,4,4,2,2,5,2,5,2,4,1,0.0,1,False
83234,Female,Loyal Customer,35,Business travel,Business,1956,1,1,1,1,2,3,5,5,5,5,5,3,5,5,0,0.0,1,False
73699,Male,Loyal Customer,62,Business travel,Eco,204,4,2,2,2,4,4,4,4,3,1,3,4,4,4,8,0.0,0,False
21983,Female,Loyal Customer,44,Personal Travel,Eco,551,1,2,1,3,3,4,4,3,3,1,3,2,3,2,30,53.0,0,False
37968,Female,Loyal Customer,52,Business travel,Business,2067,2,1,1,1,3,3,3,2,2,2,2,1,2,1,19,17.0,0,False
